11721.75
14998.75
9532.25
4130.6667
7566
8817.25
4691.5
16369
15758.25
21642
25604.25
10292
16021.3333
21431.0833
9294
15921.75
4706.5
21314.25
16101.25
6792
16786.5
9457.5
8430
16250.25
13390.25
17665.25
21835.75
6210.75
13882
7864.25
4900
1325.75
6255.25
19422.75
12287.75
15907.5
16836.1667
16868
7566
3157.5
30653
17025
19035.75
8147.75
11752
